index,period,attendances,breaches
10611,2018-09-01,5349,0
10612,2018-09-01,2685,0
10613,2018-09-01,12338,399
10614,2018-09-01,6303,569
10615,2018-09-01,110,0
10616,2018-09-01,3143,0
10617,2018-09-01,4569,372
10618,2018-09-01,9638,1850
10619,2018-09-01,3257,6
10620,2018-09-01,5867,646
10621,2018-09-01,1503,0
10622,2018-09-01,2454,3
10623,2018-09-01,5969,0
10624,2018-09-01,5809,1
10625,2018-09-01,1851,2
10626,2018-09-01,8893,1662
10627,2018-09-01,4209,3
10628,2018-09-01,15322,939
10629,2018-09-01,5403,1
10630,2018-09-01,2330,0
10631,2018-09-01,605,0
10632,2018-09-01,6987,944
10633,2018-09-01,1937,0
10634,2018-09-01,929,13
10635,2018-09-01,5879,472
10636,2018-09-01,682,9
10637,2018-09-01,7492,1252
10638,2018-09-01,168,0
10639,2018-09-01,10388,213
10640,2018-09-01,3997,159
10641,2018-09-01,8812,189
10642,2018-09-01,3145,0
10643,2018-09-01,351,0
10644,2018-09-01,663,19
10645,2018-09-01,516,9
10646,2018-09-01,8434,1545
10647,2018-09-01,433,8
10648,2018-09-01,7456,1035
10649,2018-09-01,4190,13
10650,2018-09-01,9183,2254
10651,2018-09-01,2467,53
10652,2018-09-01,12300,1603
10653,2018-09-01,749,0
10654,2018-09-01,8666,1206
10655,2018-09-01,1095,1
10656,2018-09-01,1249,6
10657,2018-09-01,5150,0
10658,2018-09-01,4275,3
10659,2018-09-01,12224,3390
10660,2018-09-01,1679,13
10661,2018-09-01,2547,94
10662,2018-09-01,2043,19
10663,2018-09-01,314,0
10664,2018-09-01,295,1
10665,2018-09-01,2047,0
10666,2018-09-01,13581,3004
10667,2018-09-01,1170,9
10668,2018-09-01,2989,0
10669,2018-09-01,8568,385
10670,2018-09-01,4130,44
10671,2018-09-01,9151,3252
10672,2018-09-01,1897,18
10673,2018-09-01,2298,4
10674,2018-09-01,586,0
10675,2018-09-01,5690,0
10676,2018-09-01,5714,326
10677,2018-09-01,798,0
10678,2018-09-01,7285,806
10679,2018-09-01,1399,6
10680,2018-09-01,2471,0
10681,2018-09-01,8832,2011
10682,2018-09-01,4774,0
10683,2018-09-01,8678,1845
10684,2018-09-01,5672,1013
10685,2018-09-01,11336,1493
10686,2018-09-01,7506,49
10687,2018-09-01,11990,4086
10688,2018-09-01,1593,0
10689,2018-09-01,29915,6599
10690,2018-09-01,3491,47
10691,2018-09-01,11907,1714
10692,2018-09-01,1834,30
10693,2018-09-01,5751,11
10694,2018-09-01,16552,3617
10695,2018-09-01,8795,2
10696,2018-09-01,18696,4151
10697,2018-09-01,1704,29
10698,2018-09-01,14587,3711
10699,2018-09-01,433,0
10700,2018-09-01,5753,7
10701,2018-09-01,6204,1889
10702,2018-09-01,3293,0
10703,2018-09-01,3127,0
10704,2018-09-01,8075,2455
10705,2018-09-01,4105,5
10706,2018-09-01,5467,248
10707,2018-09-01,578,0
10708,2018-09-01,10313,3578
10709,2018-09-01,5801,9
10710,2018-09-01,4917,1245
10711,2018-09-01,358,0
10712,2018-09-01,7388,1965
10713,2018-09-01,6453,42
10714,2018-09-01,4905,556
10715,2018-09-01,611,0
10716,2018-09-01,180,0
10717,2018-09-01,4731,295
10718,2018-09-01,7554,102
10719,2018-09-01,6251,2232
10720,2018-09-01,11464,35
10721,2018-09-01,8633,1223
10722,2018-09-01,870,0
10723,2018-09-01,10215,2093
10724,2018-09-01,1040,15
10725,2018-09-01,2301,10
10726,2018-09-01,11195,66
10727,2018-09-01,12390,1285
10728,2018-09-01,8116,1129
10729,2018-09-01,2185,50
10730,2018-09-01,2808,8
10731,2018-09-01,6048,649
10732,2018-09-01,582,2
10733,2018-09-01,10720,2017
10734,2018-09-01,6944,0
10735,2018-09-01,11514,892
10736,2018-09-01,2713,1
10737,2018-09-01,3060,0
10738,2018-09-01,2331,24
10739,2018-09-01,3924,752
10740,2018-09-01,188,0
10741,2018-09-01,9202,2639
10742,2018-09-01,5770,393
10743,2018-09-01,2125,0
10744,2018-09-01,7520,378
10745,2018-09-01,2456,0
10746,2018-09-01,1186,4
10747,2018-09-01,4234,236
10748,2018-09-01,774,0
10749,2018-09-01,10928,1078
10750,2018-09-01,721,1
10751,2018-09-01,6338,1741
10752,2018-09-01,6279,181
10753,2018-09-01,16525,2897
10754,2018-09-01,3657,4
10755,2018-09-01,1032,12
10756,2018-09-01,20679,4363
10757,2018-09-01,3407,52
10758,2018-09-01,9295,19
10759,2018-09-01,2067,0
10760,2018-09-01,5516,1149
10761,2018-09-01,2008,10
10762,2018-09-01,17219,3544
10763,2018-09-01,3412,48
10764,2018-09-01,1510,0
10765,2018-09-01,386,0
10766,2018-09-01,7731,564
10767,2018-09-01,1770,5
10768,2018-09-01,3682,374
10769,2018-09-01,10551,16
10770,2018-09-01,1651,9
10771,2018-09-01,4276,54
10772,2018-09-01,11598,1256
10773,2018-09-01,8683,817
10774,2018-09-01,8677,38
10775,2018-09-01,846,0
10776,2018-09-01,260,0
10777,2018-09-01,21893,4163
10778,2018-09-01,9585,161
10779,2018-09-01,3277,0
10780,2018-09-01,1116,1
10781,2018-09-01,7676,2471
10782,2018-09-01,1838,29
10783,2018-09-01,9514,0
10784,2018-09-01,8090,1161
10785,2018-09-01,515,0
10786,2018-09-01,3395,0
10787,2018-09-01,4459,154
10788,2018-09-01,108,0
10789,2018-09-01,9170,2291
10790,2018-09-01,1103,0
10791,2018-09-01,7591,0
10792,2018-09-01,1891,8
10793,2018-09-01,10607,461
10794,2018-09-01,1984,0
10795,2018-09-01,5135,199
10796,2018-09-01,494,0
10797,2018-09-01,6789,894
10798,2018-09-01,3296,38
10799,2018-09-01,9202,1917
10800,2018-09-01,7447,2404
10801,2018-09-01,886,0
10802,2018-09-01,7228,890
10803,2018-09-01,4952,3
10804,2018-09-01,9645,644
10805,2018-09-01,1829,26
10806,2018-09-01,8053,0
10807,2018-09-01,8033,1232
10808,2018-09-01,3191,0
10809,2018-09-01,7662,1361
10810,2018-09-01,123,0
10811,2018-09-01,2483,89
10812,2018-09-01,6352,1602
10813,2018-09-01,2699,18
10814,2018-09-01,4283,17
10815,2018-09-01,7587,2346
10816,2018-09-01,2975,2
10817,2018-09-01,329,0
10818,2018-09-01,6706,969
10819,2018-09-01,639,1
10820,2018-09-01,10174,1629
10821,2018-09-01,6899,21
10822,2018-09-01,8036,1784
10823,2018-09-01,240,2
10824,2018-09-01,3534,3
10825,2018-09-01,3197,0
10826,2018-09-01,2359,0
10827,2018-09-01,3241,0
10828,2018-09-01,12924,2425
10829,2018-09-01,1163,33
10830,2018-09-01,1512,3
10831,2018-09-01,6608,1333
10832,2018-09-01,1094,0
10833,2018-09-01,4903,10
10834,2018-09-01,8954,1283
10835,2018-09-01,1716,6
10836,2018-09-01,3992,24
10837,2018-09-01,14143,4074
10838,2018-09-01,3746,14
10839,2018-09-01,10245,927
10840,2018-09-01,475,0
10841,2018-09-01,235,0
10842,2018-09-01,1568,0
10843,2018-09-01,19859,2057
10844,2018-09-01,9334,1461
10845,2018-09-01,860,10
10846,2018-09-01,579,5
10847,2018-09-01,1979,0
10848,2018-09-01,3859,863
10849,2018-09-01,879,0
10850,2018-09-01,6850,10
10851,2018-09-01,12627,951
10852,2018-09-01,2346,1
10853,2018-09-01,7529,1465
10854,2018-09-01,2580,0
10855,2018-09-01,2926,76
10856,2018-09-01,11146,1570
10857,2018-09-01,1437,0
10858,2018-09-01,535,2
10859,2018-09-01,9753,2471
10860,2018-09-01,755,0
10861,2018-09-01,2146,4
10862,2018-09-01,1087,11
10863,2018-09-01,9263,661
10864,2018-09-01,1491,48
10865,2018-09-01,577,0
10866,2018-09-01,6032,403
10867,2018-09-01,4236,17
10868,2018-09-01,781,0
10869,2018-09-01,4912,5
10870,2018-09-01,7840,378
10871,2018-09-01,695,0
10872,2018-09-01,9711,56
10873,2018-09-01,8560,1954
10874,2018-09-01,1624,177
10875,2018-09-01,2330,8
10876,2018-09-01,11828,608
10877,2018-09-01,2879,0
10878,2018-09-01,3457,7
10879,2018-09-01,4633,3
10880,2018-09-01,1272,0
10881,2018-09-01,3949,219
10882,2018-09-01,4363,2
10883,2018-09-01,1157,0
10884,2018-09-01,6194,53
10885,2018-09-01,12488,1373
10886,2018-09-01,6863,862
10887,2018-09-01,4582,47
10888,2018-09-01,7805,1826
10889,2018-09-01,3989,860
10890,2018-09-01,1042,0
10891,2018-09-01,175,0
10892,2018-09-01,556,0
10893,2018-09-01,5607,767
10894,2018-09-01,1812,4
10895,2018-09-01,6559,1520
10896,2018-09-01,11588,86
10897,2018-09-01,7679,1137
10898,2018-09-01,4049,0
10899,2018-09-01,6326,1043
10900,2018-09-01,915,6
10901,2018-09-01,4050,700
10902,2018-09-01,288,0
10903,2018-09-01,1466,0
10904,2018-09-01,7270,51
10905,2018-09-01,1491,6
10906,2018-09-01,6238,475
10907,2018-09-01,180,0
10908,2018-09-01,6343,614
10909,2018-09-01,1249,1
10910,2018-09-01,893,0
10911,2018-09-01,6162,1539
10912,2018-09-01,3317,0
10913,2018-09-01,9515,1667
10914,2018-09-01,1927,49
10915,2018-09-01,8544,2675
10916,2018-09-01,248,0
10917,2018-09-01,4207,72
10918,2018-09-01,4065,649
10919,2018-09-01,3106,57
10920,2018-09-01,1706,1
10921,2018-09-01,4617,142
10922,2018-08-01,15473,3433
10923,2018-08-01,743,2
10924,2018-08-01,7184,73
10925,2018-08-01,25099,4820
10926,2018-08-01,833,7
10927,2018-08-01,12650,51
10928,2018-08-01,4436,0
10929,2018-08-01,1438,0
10930,2018-08-01,17436,78
10931,2018-08-01,16715,1073
10932,2018-08-01,7517,19
10933,2018-08-01,6093,2313
10934,2018-08-01,9643,55
10935,2018-08-01,775,0
10936,2018-08-01,11737,679
10937,2018-08-01,460,0
10938,2018-08-01,1915,0
10939,2018-08-01,12819,1793
10940,2018-08-01,750,0
10941,2018-08-01,3290,4
10942,2018-08-01,3799,78
10943,2018-08-01,9696,393
10944,2018-08-01,4051,1
10945,2018-08-01,9501,2513
10946,2018-08-01,4008,32
10947,2018-08-01,9863,28
10948,2018-08-01,15338,3990
10949,2018-08-01,6523,264
10950,2018-08-01,772,2
10951,2018-08-01,8748,964
10952,2018-08-01,1147,1
10953,2018-08-01,11960,2363
10954,2018-08-01,11471,184
10955,2018-08-01,11123,2011
10956,2018-08-01,15488,77
10957,2018-08-01,8034,27
10958,2018-08-01,4492,16
10959,2018-08-01,7590,1541
10960,2018-08-01,443,0
10961,2018-08-01,5071,44
10962,2018-08-01,18378,1937
10963,2018-08-01,3120,0
10964,2018-08-01,12596,1240
10965,2018-08-01,1323,0
10966,2018-08-01,5084,2349
10967,2018-08-01,7486,15
10968,2018-08-01,3360,0
10969,2018-08-01,3142,0
10970,2018-08-01,2242,0
10971,2018-08-01,2752,0
10972,2018-08-01,11221,1386
10973,2018-08-01,8782,88
10974,2018-08-01,8159,814
10975,2018-08-01,4884,0
10976,2018-08-01,2930,0
10977,2018-08-01,12181,447
10978,2018-08-01,6290,819
10979,2018-08-01,141,0
10980,2018-08-01,2926,0
10981,2018-08-01,3663,48
10982,2018-08-01,9662,1550
10983,2018-08-01,3552,2
10984,2018-08-01,5961,657
10985,2018-08-01,1574,0
10986,2018-08-01,3145,2
10987,2018-08-01,5714,0
10988,2018-08-01,6042,0
10989,2018-08-01,1696,8
10990,2018-08-01,8850,1976
10991,2018-08-01,4109,6
10992,2018-08-01,15569,1304
10993,2018-08-01,5499,32
10994,2018-08-01,2297,0
10995,2018-08-01,734,0
10996,2018-08-01,6818,822
10997,2018-08-01,1859,1
10998,2018-08-01,941,2
10999,2018-08-01,6647,627
11000,2018-08-01,754,6
11001,2018-08-01,7495,805
11002,2018-08-01,188,0
11003,2018-08-01,12161,214
11004,2018-08-01,4062,92
11005,2018-08-01,8603,319
11006,2018-08-01,3183,0
11007,2018-08-01,358,0
11008,2018-08-01,625,0
11009,2018-08-01,465,5
11010,2018-08-01,8235,1055
11011,2018-08-01,409,1
11012,2018-08-01,6945,588
11013,2018-08-01,4398,4
11014,2018-08-01,9426,2143
11015,2018-08-01,2834,53
11016,2018-08-01,12395,1905
11017,2018-08-01,735,0
11018,2018-08-01,8288,889
11019,2018-08-01,1120,4
11020,2018-08-01,1159,0
11021,2018-08-01,5597,0
11022,2018-08-01,4343,0
11023,2018-08-01,11859,3421
11024,2018-08-01,1749,32
11025,2018-08-01,2680,23
11026,2018-08-01,2177,14
11027,2018-08-01,384,0
11028,2018-08-01,281,0
11029,2018-08-01,2043,0
11030,2018-08-01,13242,2984
11031,2018-08-01,1254,15
11032,2018-08-01,2837,0
11033,2018-08-01,8536,565
11034,2018-08-01,4290,40
11035,2018-08-01,9372,2812
11036,2018-08-01,1856,15
11037,2018-08-01,2487,2
11038,2018-08-01,688,0
11039,2018-08-01,5441,0
11040,2018-08-01,5583,215
11041,2018-08-01,806,0
11042,2018-08-01,7030,949
11043,2018-08-01,1454,7
11044,2018-08-01,2236,0
11045,2018-08-01,8360,1622
11046,2018-08-01,4972,25
11047,2018-08-01,8373,1544
11048,2018-08-01,6051,1087
11049,2018-08-01,10965,1170
11050,2018-08-01,7876,52
11051,2018-08-01,12383,3812
11052,2018-08-01,1359,0
11053,2018-08-01,29102,5983
11054,2018-08-01,3522,29
11055,2018-08-01,11456,2619
11056,2018-08-01,1867,21
11057,2018-08-01,5625,33
11058,2018-08-01,15994,2482
11059,2018-08-01,8883,4
11060,2018-08-01,18073,4682
11061,2018-08-01,1812,26
11062,2018-08-01,15000,2005
11063,2018-08-01,478,0
11064,2018-08-01,5703,24
11065,2018-08-01,6074,1756
11066,2018-08-01,3528,12
11067,2018-08-01,2799,0
11068,2018-08-01,7555,1928
11069,2018-08-01,3834,7
11070,2018-08-01,5691,755
11071,2018-08-01,381,0
11072,2018-08-01,10358,3856
11073,2018-08-01,6026,17
11074,2018-08-01,5004,1224
11075,2018-08-01,401,0
11076,2018-08-01,7719,1545
11077,2018-08-01,6392,10
11078,2018-08-01,4968,591
11079,2018-08-01,702,0
11080,2018-08-01,114,0
11081,2018-08-01,3873,62
11082,2018-08-01,7630,214
11083,2018-08-01,6559,3159
11084,2018-08-01,11829,67
11085,2018-08-01,8635,1109
11086,2018-08-01,782,3
11087,2018-08-01,9826,1479
11088,2018-08-01,996,10
11089,2018-08-01,2569,10
11090,2018-08-01,11459,34
11091,2018-08-01,12311,1089
11092,2018-08-01,8043,1337
11093,2018-08-01,2200,43
11094,2018-08-01,2823,7
11095,2018-08-01,6068,843
11096,2018-08-01,592,2
11097,2018-08-01,10587,1521
11098,2018-08-01,6459,0
11099,2018-08-01,11268,1041
11100,2018-08-01,2905,0
11101,2018-08-01,2320,6
11102,2018-08-01,3099,0
11103,2018-08-01,3851,770
11104,2018-08-01,223,0
11105,2018-08-01,9107,3182
11106,2018-08-01,5693,349
11107,2018-08-01,2404,10
11108,2018-08-01,7502,446
11109,2018-08-01,2436,0
11110,2018-08-01,1357,2
11111,2018-08-01,4222,299
11112,2018-08-01,848,0
11113,2018-08-01,11090,1392
11114,2018-08-01,942,0
11115,2018-08-01,6266,1617
11116,2018-08-01,6669,176
11117,2018-08-01,16021,2415
11118,2018-08-01,3403,6
11119,2018-08-01,1066,27
11120,2018-08-01,19925,3369
11121,2018-08-01,3594,44
11122,2018-08-01,8600,45
11123,2018-08-01,1645,0
11124,2018-08-01,5528,965
11125,2018-08-01,1991,2
11126,2018-08-01,16852,2869
11127,2018-08-01,3408,122
11128,2018-08-01,1642,0
11129,2018-08-01,474,0
11130,2018-08-01,7843,860
11131,2018-08-01,1958,10
11132,2018-08-01,3565,311
11133,2018-08-01,10555,9
11134,2018-08-01,1711,2
11135,2018-08-01,4155,86
11136,2018-08-01,11972,1554
11137,2018-08-01,8938,345
11138,2018-08-01,8927,29
11139,2018-08-01,642,0
11140,2018-08-01,291,0
11141,2018-08-01,21419,3467
11142,2018-08-01,9144,84
11143,2018-08-01,3398,0
11144,2018-08-01,1075,0
11145,2018-08-01,7576,2164
11146,2018-08-01,1815,9
11147,2018-08-01,9689,0
11148,2018-08-01,8014,796
11149,2018-08-01,618,0
11150,2018-08-01,3242,0
11151,2018-08-01,3363,47
11152,2018-08-01,9087,2109
11153,2018-08-01,1288,0
11154,2018-08-01,7357,0
11155,2018-08-01,1863,3
11156,2018-08-01,10832,702
11157,2018-08-01,2112,0
11158,2018-08-01,5007,246
11159,2018-08-01,471,0
11160,2018-08-01,6538,1006
11161,2018-08-01,3016,59
11162,2018-08-01,9307,1827
11163,2018-08-01,7247,1601
11164,2018-08-01,784,0
11165,2018-08-01,6807,569
11166,2018-08-01,4577,0
11167,2018-08-01,9328,607
11168,2018-08-01,1910,27
11169,2018-08-01,7622,2
11170,2018-08-01,7842,977
11171,2018-08-01,3261,0
11172,2018-08-01,7679,1196
11173,2018-08-01,122,0
11174,2018-08-01,2108,98
11175,2018-08-01,6424,1360
11176,2018-08-01,2831,5
11177,2018-08-01,4370,3
11178,2018-08-01,7527,1727
11179,2018-08-01,3012,1
11180,2018-08-01,361,0
11181,2018-08-01,6948,631
11182,2018-08-01,590,0
11183,2018-08-01,10007,1244
11184,2018-08-01,8208,122
11185,2018-08-01,7880,1607
11186,2018-08-01,254,0
11187,2018-08-01,3844,2
11188,2018-08-01,3190,0
11189,2018-08-01,2213,0
11190,2018-08-01,3147,0
11191,2018-08-01,13043,2827
11192,2018-08-01,1164,7
11193,2018-08-01,1741,10
11194,2018-08-01,6297,1586
11195,2018-08-01,1243,0
11196,2018-08-01,4739,12
11197,2018-08-01,8538,1336
11198,2018-08-01,1885,1
11199,2018-08-01,3704,8
11200,2018-08-01,14781,3715
11201,2018-08-01,3870,7
11202,2018-08-01,10799,1070
11203,2018-08-01,306,0
11204,2018-08-01,1394,0
11205,2018-08-01,1588,0
11206,2018-08-01,19432,1930
11207,2018-08-01,9285,1930
11208,2018-08-01,978,16
11209,2018-08-01,630,9
11210,2018-08-01,2076,0
11211,2018-08-01,4285,1087
11212,2018-08-01,916,0
11213,2018-08-01,7298,10
11214,2018-08-01,12709,1287
11215,2018-08-01,2226,1
11216,2018-08-01,7566,2125
11217,2018-08-01,2502,0
11218,2018-08-01,2892,53
11219,2018-08-01,10315,1608
11220,2018-08-01,1568,0
11221,2018-08-01,567,8
11222,2018-08-01,9921,2154
11223,2018-08-01,754,0
11224,2018-08-01,2037,2
11225,2018-08-01,1106,0
11226,2018-08-01,8925,403
11227,2018-08-01,1541,61
11228,2018-08-01,673,0
11229,2018-08-01,5992,584
11230,2018-08-01,4430,0
11231,2018-08-01,753,0
11232,2018-08-01,4910,1
11233,2018-08-01,7850,462
11234,2018-08-01,682,0
11235,2018-08-01,9780,103
11236,2018-08-01,8488,1787
11237,2018-08-01,1475,113
11238,2018-08-01,2537,18
11239,2018-08-01,12361,1003
11240,2018-08-01,2891,0
11241,2018-08-01,3523,1
11242,2018-08-01,4813,7
11243,2018-08-01,1250,0
11244,2018-08-01,4439,573
11245,2018-08-01,5227,5
11246,2018-08-01,1484,1
11247,2018-08-01,6656,69
11248,2018-08-01,12200,1188
11249,2018-08-01,6603,776
11250,2018-08-01,4777,20
11251,2018-08-01,7690,1633
11252,2018-08-01,4601,1084
11253,2018-08-01,1277,0
11254,2018-08-01,184,0
11255,2018-08-01,664,0
11256,2018-08-01,5921,761
11257,2018-08-01,2272,2
11258,2018-08-01,7358,1294
11259,2018-08-01,14526,154
11260,2018-08-01,7532,914
11261,2018-08-01,5117,0
11262,2018-08-01,6242,1291
11263,2018-08-01,892,6
11264,2018-08-01,3945,593
11265,2018-08-01,299,0
11266,2018-08-01,1509,0
11267,2018-08-01,8343,39
11268,2018-08-01,1526,10
11269,2018-08-01,6457,736
11270,2018-08-01,195,1
11271,2018-08-01,6904,507
11272,2018-08-01,1352,4
11273,2018-08-01,853,0
11274,2018-08-01,6788,1352
11275,2018-08-01,3805,0
11276,2018-08-01,8788,1053
11277,2018-08-01,2074,26
11278,2018-08-01,8502,2469
11279,2018-08-01,252,0
11280,2018-08-01,4442,111
11281,2018-08-01,4417,324
11282,2018-08-01,3219,32
11283,2018-08-01,1731,0
11284,2018-08-01,4373,63
11285,2018-07-01,19303,4606
11286,2018-07-01,791,0
11287,2018-07-01,5072,10
11288,2018-07-01,28357,6294
11289,2018-07-01,954,5
11290,2018-07-01,13523,134
11291,2018-07-01,4718,4
11292,2018-07-01,1584,0
11293,2018-07-01,18132,201
11294,2018-07-01,18560,1064
11295,2018-07-01,8568,102
11296,2018-07-01,6420,2406
11297,2018-07-01,11018,202
11298,2018-07-01,987,0
11299,2018-07-01,12956,757
11300,2018-07-01,495,0
11301,2018-07-01,957,0
11302,2018-07-01,13847,2418
11303,2018-07-01,838,0
11304,2018-07-01,3464,5
11305,2018-07-01,3954,53
11306,2018-07-01,10780,723
11307,2018-07-01,4221,0
11308,2018-07-01,10174,2751
11309,2018-07-01,4313,76
11310,2018-07-01,11091,129
11311,2018-07-01,16777,4899
11312,2018-07-01,7153,367
11313,2018-07-01,718,1
11314,2018-07-01,9667,1037
11315,2018-07-01,1123,1
11316,2018-07-01,13220,2210
11317,2018-07-01,12452,256
11318,2018-07-01,11922,3038
11319,2018-07-01,17536,158
11320,2018-07-01,8150,268
11321,2018-07-01,5376,79
11322,2018-07-01,8313,1988
11323,2018-07-01,474,1
11324,2018-07-01,6308,177
11325,2018-07-01,20481,2529
11326,2018-07-01,3549,6
11327,2018-07-01,1617,0
11328,2018-07-01,13749,1022
11329,2018-07-01,1481,2
11330,2018-07-01,2305,0
11331,2018-07-01,5397,2320
11332,2018-07-01,8482,65
11333,2018-07-01,3431,0
11334,2018-07-01,3307,0
11335,2018-07-01,2841,0
11336,2018-07-01,3488,0
11337,2018-07-01,12143,1912
11338,2018-07-01,10254,0
11339,2018-07-01,9288,884
11340,2018-07-01,5554,0
11341,2018-07-01,2880,0
11342,2018-07-01,13447,510
11343,2018-07-01,6848,996
11344,2018-07-01,158,0
11345,2018-07-01,3170,0
11346,2018-07-01,4847,193
11347,2018-07-01,10396,1619
11348,2018-07-01,3618,1
11349,2018-07-01,6184,661
11350,2018-07-01,1680,0
11351,2018-07-01,3099,3
11352,2018-07-01,6377,0
11353,2018-07-01,6703,2
11354,2018-07-01,1884,1
11355,2018-07-01,9584,2159
11356,2018-07-01,4491,64
11357,2018-07-01,16199,1140
11358,2018-07-01,6047,11
11359,2018-07-01,2496,0
11360,2018-07-01,756,0
11361,2018-07-01,7593,739
11362,2018-07-01,2272,0
11363,2018-07-01,1024,18
11364,2018-07-01,6588,681
11365,2018-07-01,942,24
11366,2018-07-01,8214,1810
11367,2018-07-01,217,0
11368,2018-07-01,12172,292
11369,2018-07-01,4270,117
11370,2018-07-01,9661,207
11371,2018-07-01,3444,0
11372,2018-07-01,487,0
11373,2018-07-01,633,0
11374,2018-07-01,544,12
11375,2018-07-01,8860,1622
11376,2018-07-01,384,10
11377,2018-07-01,7970,1414
11378,2018-07-01,4972,22
11379,2018-07-01,9935,2031
11380,2018-07-01,2827,58
11381,2018-07-01,13058,1305
11382,2018-07-01,929,0
11383,2018-07-01,9287,869
11384,2018-07-01,1097,5
11385,2018-07-01,1012,0
11386,2018-07-01,5514,0
11387,2018-07-01,4748,2
11388,2018-07-01,13195,4116
11389,2018-07-01,1784,56
11390,2018-07-01,2939,72
11391,2018-07-01,2216,0
11392,2018-07-01,360,0
11393,2018-07-01,272,1
11394,2018-07-01,2150,0
11395,2018-07-01,14575,2993
11396,2018-07-01,1169,8
11397,2018-07-01,3179,0
11398,2018-07-01,9392,511
11399,2018-07-01,4973,83
11400,2018-07-01,10176,3085
11401,2018-07-01,2031,13
11402,2018-07-01,2805,1
11403,2018-07-01,636,0
11404,2018-07-01,5731,0
11405,2018-07-01,6181,312
11406,2018-07-01,977,0
11407,2018-07-01,7737,673
11408,2018-07-01,1350,2
11409,2018-07-01,2602,0
11410,2018-07-01,9565,2225
11411,2018-07-01,5795,33
11412,2018-07-01,9226,2398
11413,2018-07-01,6063,686
11414,2018-07-01,11844,1651
11415,2018-07-01,8344,49
11416,2018-07-01,13378,4130
11417,2018-07-01,1248,0
11418,2018-07-01,32209,6499
11419,2018-07-01,4014,29
11420,2018-07-01,12643,1868
11421,2018-07-01,1851,17
11422,2018-07-01,6100,18
11423,2018-07-01,17591,2757
11424,2018-07-01,9877,11
11425,2018-07-01,18890,4861
11426,2018-07-01,1866,48
11427,2018-07-01,16622,3758
11428,2018-07-01,435,0
11429,2018-07-01,6495,126
11430,2018-07-01,6769,2014
11431,2018-07-01,3706,7
11432,2018-07-01,3193,0
11433,2018-07-01,8578,2104
11434,2018-07-01,4604,14
11435,2018-07-01,6159,724
11436,2018-07-01,405,0
11437,2018-07-01,11266,3995
11438,2018-07-01,6974,18
11439,2018-07-01,5402,1537
11440,2018-07-01,475,0
11441,2018-07-01,8089,2109
11442,2018-07-01,6915,3
11443,2018-07-01,5277,509
11444,2018-07-01,657,0
11445,2018-07-01,155,0
11446,2018-07-01,4915,172
11447,2018-07-01,8136,642
11448,2018-07-01,7035,3644
11449,2018-07-01,12221,80
11450,2018-07-01,9365,1633
11451,2018-07-01,938,3
11452,2018-07-01,11105,2049
11453,2018-07-01,1151,21
11454,2018-07-01,2740,19
11455,2018-07-01,12946,78
11456,2018-07-01,13453,1026
11457,2018-07-01,8491,1452
11458,2018-07-01,2348,48
11459,2018-07-01,3163,14
11460,2018-07-01,6524,1255
11461,2018-07-01,659,9
11462,2018-07-01,11389,1900
11463,2018-07-01,7580,0
11464,2018-07-01,12467,1243
11465,2018-07-01,3597,2
11466,2018-07-01,2568,46
11467,2018-07-01,3425,0
11468,2018-07-01,4254,543
11469,2018-07-01,246,0
11470,2018-07-01,9710,2542
11471,2018-07-01,6659,321
11472,2018-07-01,2501,0
11473,2018-07-01,8234,521
11474,2018-07-01,2700,1
11475,2018-07-01,1432,3
11476,2018-07-01,4634,292
11477,2018-07-01,945,0
11478,2018-07-01,12087,2466
11479,2018-07-01,913,1
11480,2018-07-01,6705,1810
11481,2018-07-01,8046,192
11482,2018-07-01,17889,3507
11483,2018-07-01,3978,17
11484,2018-07-01,2300,0
11485,2018-07-01,1110,10
11486,2018-07-01,22012,4669
11487,2018-07-01,3544,23
11488,2018-07-01,9525,31
11489,2018-07-01,5842,1277
11490,2018-07-01,2496,10
11491,2018-07-01,18828,2731
11492,2018-07-01,4047,88
11493,2018-07-01,1743,0
11494,2018-07-01,418,0
11495,2018-07-01,8658,1243
11496,2018-07-01,2293,14
11497,2018-07-01,3749,323
11498,2018-07-01,11409,24
11499,2018-07-01,1774,15
11500,2018-07-01,4351,150
11501,2018-07-01,12839,2058
11502,2018-07-01,9290,433
11503,2018-07-01,9739,49
11504,2018-07-01,741,0
11505,2018-07-01,319,0
11506,2018-07-01,23887,4641
11507,2018-07-01,10181,133
11508,2018-07-01,3623,0
11509,2018-07-01,1299,1
11510,2018-07-01,8187,2300
11511,2018-07-01,1871,14
11512,2018-07-01,10335,0
11513,2018-07-01,8780,1014
11514,2018-07-01,582,0
11515,2018-07-01,3546,0
11516,2018-07-01,4822,71
11517,2018-07-01,105,0
11518,2018-07-01,9530,1895
11519,2018-07-01,1167,0
11520,2018-07-01,7915,0
11521,2018-07-01,2001,10
11522,2018-07-01,11711,580
11523,2018-07-01,2363,0
11524,2018-07-01,5722,282
11525,2018-07-01,523,1
11526,2018-07-01,7001,1456
11527,2018-07-01,3205,24
11528,2018-07-01,9988,2552
11529,2018-07-01,7884,1829
11530,2018-07-01,1083,0
11531,2018-07-01,7746,925
11532,2018-07-01,5159,1
11533,2018-07-01,10144,935
11534,2018-07-01,1919,80
11535,2018-07-01,8401,6
11536,2018-07-01,8728,1186
11537,2018-07-01,3205,0
