index,period,org_code,type,attendances,breaches,admissions,performance
9802,2018-12-01,NQT5H,other,618,4,0,0.99
9803,2018-12-01,RD3,1,5447,758,1933,0.86
9804,2018-12-01,RD3,other,1616,0,0,1
9805,2018-12-01,REF,1,6341,1117,2741,0.82
9806,2018-12-01,REF,other,9312,45,43,1
9807,2018-12-01,RH8,1,7589,1090,2096,0.86
9808,2018-12-01,RH8,other,3897,1,0,1
9809,2018-12-01,RD1,1,6073,1337,2596,0.78
9810,2018-12-01,RD1,other,1123,3,16,1
9811,2018-12-01,RNZ,1,3980,384,1269,0.9
9812,2018-12-01,RNZ,2,238,0,0,1
9813,2018-12-01,RNZ,other,1503,0,0,1
9814,2018-12-01,Y02666,other,1494,0,0,1
9815,2018-12-01,RH5,other,6838,63,0,0.99
9816,2018-12-01,RYF,other,1457,5,0,1
9817,2018-12-01,RBA,1,6246,597,2187,0.9
9818,2018-12-01,AAH,other,124,0,0,1
9819,2018-12-01,RDZ,1,6159,839,1943,0.86
9820,2018-12-01,RDZ,2,1190,1,9,1
9821,2018-12-01,RDZ,other,1237,0,0,1
9822,2018-12-01,RA9,1,5961,1045,2297,0.82
9823,2018-12-01,RA9,other,2495,9,0,1
9824,2018-12-01,RA7,1,10065,1960,3367,0.81
9825,2018-12-01,RA7,2,1805,52,9,0.97
9826,2018-12-01,RK9,1,8635,1948,3067,0.77
9827,2018-12-01,RK9,2,193,0,0,1
9828,2018-12-01,RK9,other,3497,9,0,1
9829,2018-12-01,RA3,1,3911,889,1128,0.77
9830,2018-12-01,AXG,other,2621,16,0,0.99
9831,2018-12-01,NLX24,other,1398,1,0,1
9832,2018-12-01,RA4,1,4896,179,1657,0.96
9833,2018-11-01,RF4,1,16897,5087,4960,0.7
9834,2018-11-01,RF4,2,791,2,0,1
9835,2018-11-01,RF4,other,8264,30,0,1
9836,2018-11-01,R1H,1,27483,5934,8348,0.78
9837,2018-11-01,R1H,2,801,3,0,1
9838,2018-11-01,R1H,other,14262,68,0,1
9839,2018-11-01,AD913,other,4399,2,0,1
9840,2018-11-01,E84069,other,1846,0,0,1
9841,2018-11-01,RYX,other,18047,152,0,0.99
9842,2018-11-01,RQM,1,18987,1552,4252,0.92
9843,2018-11-01,RQM,other,8397,145,0,0.98
9844,2018-11-01,RJ6,1,6707,2624,2181,0.61
9845,2018-11-01,RJ6,other,11164,35,0,1
9846,2018-11-01,Y02696,other,963,0,0,1
9847,2018-11-01,RVR,1,12659,1415,3356,0.89
9848,2018-11-01,RVR,2,472,0,5,1
9849,2018-11-01,RVR,other,2025,0,0,1
9850,2018-11-01,RJ1,1,13910,2360,3747,0.83
9851,2018-11-01,RJ1,2,843,0,0,1
9852,2018-11-01,RJ1,other,2965,0,0,1
9853,2018-11-01,Y03082,other,3225,304,0,0.91
9854,2018-11-01,RQX,1,10392,516,1761,0.95
9855,2018-11-01,RY9,other,3853,0,0,1
9856,2018-11-01,RYJ,1,9865,2278,3359,0.77
9857,2018-11-01,RYJ,2,4006,8,12,1
9858,2018-11-01,RYJ,other,9605,43,0,1
9859,2018-11-01,RJZ,1,16157,5577,4548,0.65
9860,2018-11-01,RJZ,other,7231,541,0,0.93
9861,2018-11-01,Y02973,other,769,0,0,1
9862,2018-11-01,RAX,1,9667,1340,2404,0.86
9863,2018-11-01,RAX,2,1178,8,0,0.99
9864,2018-11-01,RJ2,1,13926,3176,4789,0.77
9865,2018-11-01,RJ2,other,11460,307,0,0.97
9866,2018-11-01,R1K,1,12797,3234,6137,0.75
9867,2018-11-01,R1K,other,17922,342,0,0.98
9868,2018-11-01,RP6,2,7709,74,23,0.99
9869,2018-11-01,RAT,other,4692,51,0,0.99
9870,2018-11-01,RAP,1,8683,1600,2848,0.82
9871,2018-11-01,RAP,2,437,0,0,1
9872,2018-11-01,RAP,other,6567,80,0,0.99
9873,2018-11-01,RAL,1,20486,3525,4384,0.83
9874,2018-11-01,RAL,other,3517,0,0,1
9875,2018-11-01,RJ7,1,13207,2122,4136,0.84
9876,2018-11-01,RJ7,other,1413,0,0,1
9877,2018-11-01,RAS,1,5982,2200,1948,0.63
9878,2018-11-01,RAS,other,7830,119,0,0.98
9879,2018-11-01,Y03094,other,3378,0,0,1
9880,2018-11-01,Y03218,other,3422,0,0,1
9881,2018-11-01,RRV,1,12294,1979,2029,0.84
9882,2018-11-01,Y02147,other,9502,147,0,0.98
9883,2018-11-01,RKE,1,9245,1061,1517,0.89
9884,2018-11-01,NL7,other,5786,0,0,1
9885,2018-11-01,8J094,other,2925,0,0,1
9886,2018-11-01,RDD,1,13182,651,3169,0.95
9887,2018-11-01,RC1,1,6328,643,1983,0.9
9888,2018-11-01,RC1,other,932,0,0,1
9889,2018-11-01,M85813,other,3226,0,0,1
9890,2018-11-01,RQ3,1,5793,1211,1266,0.79
9891,2018-11-01,RGT,1,10377,2204,3494,0.79
9892,2018-11-01,RGT,other,3178,0,19,1
9893,2018-11-01,RFS,1,5784,598,2149,0.9
9894,2018-11-01,RFS,other,1660,0,0,1
9895,2018-11-01,NQ108,other,2426,6,0,1
9896,2018-11-01,Y03571,other,6280,0,0,1
9897,2018-11-01,RY8,other,5200,2,0,1
9898,2018-11-01,NNJ,other,1675,5,0,1
9899,2018-11-01,RWH,1,9437,1294,3286,0.86
9900,2018-11-01,RWH,other,3978,2,0,1
9901,2018-11-01,RDE,1,15696,1524,4578,0.9
9902,2018-11-01,RDE,other,5492,6,180,1
9903,2018-11-01,Y03007,other,2598,0,0,1
9904,2018-11-01,NQ106,other,490,0,0,1
9905,2018-11-01,RLT,1,6940,1510,1274,0.78
9906,2018-11-01,NEH06,other,1725,0,0,1
9907,2018-11-01,RY4,other,913,0,0,1
9908,2018-11-01,RGP,1,5686,355,1427,0.94
9909,2018-11-01,RGP,other,580,3,0,0.99
9910,2018-11-01,RNQ,1,8048,1509,2744,0.81
9911,2018-11-01,C82038,other,167,0,0,1
9912,2018-11-01,RY5,other,9647,139,1,0.99
9913,2018-11-01,NJS05,other,4119,209,0,0.95
9914,2018-11-01,RC9,1,9322,317,3020,0.97
9915,2018-11-01,RC9,other,3735,0,0,1
9916,2018-11-01,C82009,other,328,0,0,1
9917,2018-11-01,NLO11,other,547,19,0,0.97
9918,2018-11-01,NLO09,other,468,11,0,0.98
9919,2018-11-01,RQ8,1,8498,1704,2158,0.8
9920,2018-11-01,RQ8,other,370,10,0,0.97
9921,2018-11-01,RD8,1,7090,922,1984,0.87
9922,2018-11-01,RD8,other,4455,10,0,1
9923,2018-11-01,RM1,1,9116,2241,2773,0.75
9924,2018-11-01,RM1,other,2341,126,0,0.95
9925,2018-11-01,RGN,1,12473,2033,3492,0.84
9926,2018-11-01,RGN,other,822,0,0,1
9927,2018-11-01,RNS,1,8802,1571,3059,0.82
9928,2018-11-01,RNS,2,1071,2,0,1
9929,2018-11-01,RNS,other,1316,0,0,1
9930,2018-11-01,NMH01,other,4968,0,0,1
9931,2018-11-01,NR3,other,4572,1,0,1
9932,2018-11-01,RX1,1,13026,4972,4113,0.62
9933,2018-11-01,RX1,2,1672,27,0,0.98
9934,2018-11-01,RX1,other,2924,90,0,0.97
9935,2018-11-01,NLO10,other,2110,65,0,0.97
9936,2018-11-01,C82010,other,347,0,0,1
9937,2018-11-01,NLO12,other,261,5,0,0.98
9938,2018-11-01,Y02428,other,1402,0,0,1
9939,2018-11-01,RXK,1,13262,3373,3316,0.75
9940,2018-11-01,RXK,2,1105,7,26,0.99
9941,2018-11-01,RXK,other,3135,0,0,1
9942,2018-11-01,RK5,1,8695,848,2910,0.9
9943,2018-11-01,RK5,other,4301,48,4,0.99
9944,2018-11-01,RXW,1,9166,3492,2546,0.62
9945,2018-11-01,RXW,other,1846,27,28,0.99
9946,2018-11-01,R1D,other,2031,4,0,1
9947,2018-11-01,C83023,other,578,0,0,1
9948,2018-11-01,Y02615,other,6058,0,0,1
9949,2018-11-01,RJC,1,5821,298,1857,0.95
9950,2018-11-01,RJC,other,639,0,0,1
9951,2018-11-01,RAJ,1,6929,1559,2419,0.78
9952,2018-11-01,RAJ,other,1678,38,368,0.98
9953,2018-11-01,Y02961,other,2775,0,0,1
9954,2018-11-01,RNA,1,9147,2467,2239,0.73
9955,2018-11-01,RNA,other,5585,6,0,1
9956,2018-11-01,RQW,1,9296,2540,2413,0.73
9957,2018-11-01,RCX,1,5640,1236,2160,0.78
9958,2018-11-01,RL4,1,11609,2005,2870,0.83
9959,2018-11-01,RL4,other,8479,176,0,0.98
9960,2018-11-01,RWD,1,12040,4858,3876,0.6
9961,2018-11-01,RWD,other,1705,0,0,1
9962,2018-11-01,RRK,1,30645,8120,11230,0.74
9963,2018-11-01,RRK,other,3125,60,1443,0.98
9964,2018-11-01,RKB,1,12660,1889,4617,0.85
9965,2018-11-01,RKB,2,2020,4,95,1
9966,2018-11-01,RKB,other,5798,92,0,0.98
9967,2018-11-01,RTG,1,17041,3735,5587,0.78
9968,2018-11-01,RTG,other,8774,8,131,1
9969,2018-11-01,RWE,1,20405,6016,5075,0.71
9970,2018-11-01,RWE,2,1771,62,8,0.96
9971,2018-11-01,RJE,1,14928,3023,5953,0.8
9972,2018-11-01,RJE,2,453,0,0,1
9973,2018-11-01,RJE,other,6216,10,0,1
9974,2018-11-01,RBK,1,6781,1729,2181,0.75
9975,2018-11-01,RBK,other,3376,5,0,1
9976,2018-11-01,ATQ02,other,3076,0,0,1
9977,2018-11-01,RWG,1,8683,2631,2986,0.7
9978,2018-11-01,RWG,other,4281,12,0,1
9979,2018-11-01,RGR,1,5583,328,2058,0.94
9980,2018-11-01,RGR,other,531,0,0,1
9981,2018-11-01,RWP,1,10227,3894,3119,0.62
9982,2018-11-01,RWP,other,5352,7,0,1
9983,2018-11-01,RLQ,1,4952,1447,1293,0.71
9984,2018-11-01,RLQ,other,346,0,0,1
9985,2018-11-01,REM,1,7439,2062,3523,0.72
9986,2018-11-01,REM,other,339,2,0,0.99
9987,2018-11-01,RCF,1,4731,362,1371,0.92
9988,2018-11-01,RCF,2,691,0,0,1
9989,2018-11-01,RCF,other,111,0,0,1
9990,2018-11-01,RBS,1,5773,359,1247,0.94
9991,2018-11-01,RFF,1,7969,204,2292,0.97
9992,2018-11-01,RXL,1,6190,2303,2424,0.63
9993,2018-11-01,RXL,other,10864,29,0,1
9994,2018-11-01,RMC,1,8910,1559,2243,0.83
9995,2018-11-01,RMC,other,941,1,15,1
9996,2018-11-01,RAE,1,10595,2938,2872,0.72
9997,2018-11-01,RAE,other,1294,11,109,0.99
9998,2018-11-01,NNF09,other,2132,9,0,1
9999,2018-11-01,RY2,other,11154,91,0,0.99
10000,2018-11-01,RWY,1,12240,1133,2970,0.91
10001,2018-11-01,RLN,1,8422,834,2854,0.9
10002,2018-11-01,RLN,2,1983,35,23,0.98
10003,2018-11-01,RLN,other,2883,8,0,1
10004,2018-11-01,RJR,1,5959,1009,1828,0.83
10005,2018-11-01,RJR,other,678,1,0,1
10006,2018-11-01,RXP,1,10858,1627,3798,0.85
10007,2018-11-01,RXP,other,6013,0,0,1
10008,2018-11-01,RP5,1,11538,995,3401,0.91
10009,2018-11-01,RP5,other,2521,1,414,1
10010,2018-11-01,Y01069,other,3051,0,0,1
10011,2018-11-01,Y01231,other,2199,1,0,1
10012,2018-11-01,RJN,1,3787,603,923,0.84
10013,2018-11-01,RJN,other,137,0,0,1
10014,2018-11-01,RXR,1,9660,2879,3615,0.7
10015,2018-11-01,RXR,other,5696,277,37,0.95
10016,2018-11-01,NNF94,other,2010,2,0,1
10017,2018-11-01,RR7,1,7787,602,1797,0.92
10018,2018-11-01,RR7,other,2355,0,0,1
10019,2018-11-01,NNFA7,other,1095,2,0,1
10020,2018-11-01,RCD,1,4215,319,1007,0.92
10021,2018-11-01,RCD,other,725,0,0,1
10022,2018-11-01,RWA,1,11495,2082,2837,0.82
10023,2018-11-01,RV9,other,561,0,0,1
10024,2018-11-01,RXN,1,4309,1809,2273,0.58
10025,2018-11-01,RXN,other,8181,584,438,0.93
10026,2018-11-01,RR8,1,17084,3396,4504,0.8
10027,2018-11-01,RR8,other,3494,2,0,1
10028,2018-11-01,REP,2,1053,13,97,0.99
10029,2018-11-01,R0A,1,21784,5073,6809,0.77
10030,2018-11-01,R0A,2,3657,32,156,0.99
10031,2018-11-01,R0A,other,9058,20,131,1
10032,2018-11-01,RW4,other,2638,0,0,1
10033,2018-11-01,RBT,1,5645,884,2383,0.84
10034,2018-11-01,RBT,other,1794,2,0,1
10035,2018-11-01,RXF,1,17221,3060,3950,0.82
10036,2018-11-01,RXF,other,3247,37,123,0.99
10037,2018-11-01,Y02532,other,1640,0,0,1
10038,2018-11-01,Y03645,other,385,0,0,1
10039,2018-11-01,RNL,1,7733,607,2171,0.92
10040,2018-11-01,RNL,other,1303,1,0,1
10041,2018-11-01,RVW,1,3791,319,1569,0.92
10042,2018-11-01,RVW,other,10108,8,605,1
10043,2018-11-01,RTV,other,9633,92,0,0.99
10044,2018-11-01,NLO01,other,4188,103,0,0.98
10045,2018-11-01,RJL,1,11851,1562,3217,0.87
10046,2018-11-01,RTF,1,8758,898,4417,0.9
10047,2018-11-01,RTF,other,8941,35,8,1
10048,2018-11-01,Y02572,other,692,0,0,1
10049,2018-11-01,Y02533,other,323,0,0,1
10050,2018-11-01,RW6,1,22439,5062,6250,0.77
10051,2018-11-01,RW6,other,9934,178,119,0.98
10052,2018-11-01,RT2,other,3435,0,0,1
10053,2018-11-01,AC008,other,998,0,0,1
10054,2018-11-01,RQ6,1,9120,2677,2576,0.71
10055,2018-11-01,RQ6,2,1962,8,31,1
10056,2018-11-01,RQ6,other,9574,0,0,1
10057,2018-11-01,RM3,1,8336,1279,2539,0.85
10058,2018-11-01,RM3,other,530,0,0,1
10059,2018-11-01,AXT02,other,3943,0,0,1
10060,2018-11-01,RCU,1,5191,160,775,0.97
10061,2018-11-01,RCU,other,217,0,0,1
10062,2018-11-01,RHQ,1,8921,2347,2841,0.74
10063,2018-11-01,RHQ,2,1111,0,0,1
10064,2018-11-01,RHQ,other,7785,0,0,1
10065,2018-11-01,NQT5F,other,1877,20,0,0.99
10066,2018-11-01,RTR,1,10578,534,2399,0.95
10067,2018-11-01,RTR,other,1696,0,7,1
10068,2018-11-01,RE9,1,5206,250,1279,0.95
10069,2018-11-01,RE9,other,579,3,0,0.99
10070,2018-11-01,RVY,1,7197,1059,2673,0.85
10071,2018-11-01,RVY,other,3101,28,0,0.99
10072,2018-11-01,RBN,1,9782,2713,4372,0.72
10073,2018-11-01,RWJ,1,7352,2448,2502,0.67
10074,2018-11-01,RWJ,other,888,6,101,0.99
10075,2018-11-01,RMP,1,7226,970,1770,0.87
10076,2018-11-01,RMP,other,5079,2,0,1
10077,2018-11-01,RTD,1,10379,727,2181,0.93
10078,2018-11-01,RTD,2,1975,37,19,0.98
10079,2018-11-01,RTD,other,8243,5,2,1
10080,2018-11-01,RFR,1,8313,931,1599,0.89
10081,2018-11-01,NNF76,other,3420,0,0,1
10082,2018-11-01,RTX,1,7853,1241,2070,0.84
10083,2018-11-01,RTX,2,50,0,0,1
10084,2018-11-01,RTX,other,1699,96,56,0.94
10085,2018-11-01,RWW,1,6574,1770,2252,0.73
10086,2018-11-01,RWW,other,2593,40,0,0.98
10087,2018-11-01,RY7,other,4143,5,0,1
10088,2018-11-01,RBL,1,7336,2587,2239,0.65
10089,2018-11-01,RBL,other,3115,1,0,1
10090,2018-11-01,AJN,other,548,0,0,1
10091,2018-11-01,RRF,1,7385,1546,2359,0.79
10092,2018-11-01,RRF,other,683,3,0,1
10093,2018-11-01,RCB,1,10062,1667,3858,0.83
10094,2018-11-01,RCB,other,6129,19,0,1
10095,2018-11-01,RTK,1,9011,1758,2175,0.8
10096,2018-11-01,NTV0B,other,3595,0,0,1
10097,2018-11-01,NQT10,other,3571,65,0,0.98
10098,2018-11-01,RWX,other,2131,0,0,1
10099,2018-11-01,Y04538,other,3144,0,0,1
10100,2018-11-01,RXH,1,13158,2788,3327,0.79
10101,2018-11-01,RXH,2,1180,43,25,0.96
10102,2018-11-01,Y02676,other,1499,5,0,1
10103,2018-11-01,RXQ,1,6741,1416,3564,0.79
10104,2018-11-01,RXQ,2,1234,0,1059,1
10105,2018-11-01,RXQ,other,5059,17,0,1
10106,2018-11-01,RN7,1,9339,1619,2712,0.83
10107,2018-11-01,RN7,other,1596,4,0,1
10108,2018-11-01,Y00751,other,4072,37,0,0.99
10109,2018-11-01,RVV,1,14582,3275,4392,0.78
10110,2018-11-01,RVV,other,3412,10,207,1
10111,2018-11-01,RXC,1,9853,881,3353,0.91
10112,2018-11-01,RXC,other,667,0,0,1
10113,2018-11-01,Y02816,other,1119,0,0,1
10114,2018-11-01,NDJ,other,1415,0,0,1
10115,2018-11-01,RDU,1,20451,2879,6198,0.86
10116,2018-11-01,RN5,1,9701,2266,2712,0.77
10117,2018-11-01,RN5,other,861,1,0,1
10118,2018-11-01,NDA57,other,570,11,0,0.98
10119,2018-11-01,Y03051,other,1850,0,0,1
10120,2018-11-01,R1F,1,3810,1262,967,0.67
10121,2018-11-01,R1F,other,826,0,0,1
10122,2018-11-01,RYY,other,6188,19,0,1
10123,2018-11-01,RWF,1,12793,1397,3938,0.89
10124,2018-11-01,RWF,other,1942,1,0,1
10125,2018-11-01,RPA,1,7506,1669,2008,0.78
10126,2018-11-01,RPA,other,2908,18,0,0.99
10127,2018-11-01,RNU,other,2808,77,0,0.97
10128,2018-11-01,RTH,1,11821,1893,3478,0.84
10129,2018-11-01,RTH,2,1659,0,88,1
10130,2018-11-01,RTH,other,540,0,15,1
10131,2018-11-01,RHU,1,9692,2299,3448,0.76
10132,2018-11-01,RHU,2,724,0,0,1
10133,2018-11-01,RHU,other,1810,6,6,1
10134,2018-11-01,RPC,other,954,2,16,1
10135,2018-11-01,RHW,1,9741,1351,3089,0.86
10136,2018-11-01,RHW,2,1557,82,0,0.95
10137,2018-11-01,RHW,other,824,0,0,1
10138,2018-11-01,RA2,1,6370,953,2475,0.85
10139,2018-11-01,RA2,other,1,0,1,1
10140,2018-11-01,NTP11,other,4044,22,0,0.99
10141,2018-11-01,RW1,other,560,0,2,1
10142,2018-11-01,NTPAD,other,4651,3,0,1
10143,2018-11-01,RTP,1,8165,646,2610,0.92
10144,2018-11-01,RTP,other,653,0,0,1
10145,2018-11-01,RDR,other,9023,104,3,0.99
10146,2018-11-01,RHM,1,8681,1182,3160,0.86
10147,2018-11-01,RHM,2,1508,177,15,0.88
10148,2018-11-01,RHM,other,2077,6,18,1
10149,2018-11-01,RYR,1,11648,526,3650,0.95
10150,2018-11-01,G82071,other,2465,0,0,1
10151,2018-11-01,NTV0W,other,3226,10,0,1
10152,2018-11-01,NLW,other,4600,13,0,1
10153,2018-11-01,NLT02,other,1108,1,0,1
10154,2018-11-01,RBD,1,3796,291,1400,0.92
10155,2018-11-01,RBD,other,3864,1,0,1
10156,2018-11-01,DD401,other,1101,0,0,1
10157,2018-11-01,R1J,other,5136,49,1,0.99
10158,2018-11-01,RTE,1,12230,1069,3920,0.91
10159,2018-11-01,RN3,1,6860,1196,2325,0.83
10160,2018-11-01,RN3,other,4671,25,0,0.99
10161,2018-11-01,RVJ,1,7700,1786,3111,0.77
10162,2018-11-01,RBZ,1,3708,668,1171,0.82
10163,2018-11-01,RBZ,other,856,0,0,1
10164,2018-11-01,L83087,other,139,0,0,1
10165,2018-11-01,NQT5H,other,656,5,0,0.99
10166,2018-11-01,RD3,1,5489,648,1968,0.88
10167,2018-11-01,RD3,other,1654,2,0,1
10168,2018-11-01,REF,1,6075,1142,2611,0.81
10169,2018-11-01,REF,other,9799,67,29,0.99
10170,2018-11-01,RH8,1,7929,1133,2095,0.86
10171,2018-11-01,RH8,other,4019,1,0,1
10172,2018-11-01,RD1,1,5859,1598,2341,0.73
10173,2018-11-01,RD1,other,1094,8,32,0.99
10174,2018-11-01,RNZ,1,3931,670,1135,0.83
10175,2018-11-01,RNZ,2,274,1,0,1
10176,2018-11-01,Y02666,other,1776,0,0,1
10177,2018-11-01,RH5,other,6924,49,0,0.99
10178,2018-11-01,RYF,other,1418,3,0,1
10179,2018-11-01,RBA,1,5973,603,2162,0.9
10180,2018-11-01,AAH,other,183,0,0,1
10181,2018-11-01,RDZ,1,5994,767,1827,0.87
10182,2018-11-01,RDZ,2,1318,0,6,1
10183,2018-11-01,RDZ,other,1000,0,0,1
10184,2018-11-01,RA9,1,6053,1557,2400,0.74
10185,2018-11-01,RA9,other,2714,0,0,1
10186,2018-11-01,RA7,1,10137,1854,3371,0.82
10187,2018-11-01,RA7,2,1958,52,10,0.97
10188,2018-11-01,RK9,1,8414,2333,3031,0.72
10189,2018-11-01,RK9,2,242,0,0,1
10190,2018-11-01,RK9,other,3941,40,0,0.99
10191,2018-11-01,RA3,1,3963,665,1163,0.83
10192,2018-11-01,AXG,other,2740,21,0,0.99
10193,2018-11-01,NLX24,other,1616,1,0,1
10194,2018-11-01,RA4,1,4733,115,1634,0.98
10195,2018-10-01,RF4,1,16552,4513,4958,0.73
10196,2018-10-01,RF4,2,830,1,0,1
10197,2018-10-01,RF4,other,7900,14,0,1
10198,2018-10-01,R1H,1,27167,5641,8425,0.79
10199,2018-10-01,R1H,2,881,2,0,1
10200,2018-10-01,R1H,other,14205,53,0,1
10201,2018-10-01,AD913,other,4475,0,0,1
10202,2018-10-01,E84069,other,1851,0,0,1
10203,2018-10-01,RYX,other,18777,212,0,0.99
10204,2018-10-01,RQM,1,19002,1264,4346,0.93
10205,2018-10-01,RQM,other,8083,42,0,0.99
10206,2018-10-01,RJ6,1,6649,1933,2310,0.71
10207,2018-10-01,RJ6,other,10959,55,0,0.99
10208,2018-10-01,Y02696,other,977,0,0,1
10209,2018-10-01,RVR,1,12604,1270,3219,0.9
10210,2018-10-01,RVR,2,477,0,14,1
10211,2018-10-01,RVR,other,1924,0,0,1
10212,2018-10-01,RJ1,1,14011,2405,3606,0.83
10213,2018-10-01,RJ1,2,870,0,0,1
10214,2018-10-01,RJ1,other,3197,0,0,1
10215,2018-10-01,Y03082,other,3364,179,0,0.95
10216,2018-10-01,RQX,1,10421,413,1744,0.96
10217,2018-10-01,RY9,other,3876,1,0,1
10218,2018-10-01,RYJ,1,10011,2200,3476,0.78
10219,2018-10-01,RYJ,2,4253,30,7,0.99
10220,2018-10-01,RYJ,other,10265,66,0,0.99
10221,2018-10-01,RJZ,1,16260,4709,4657,0.71
10222,2018-10-01,RJZ,other,7002,386,0,0.94
10223,2018-10-01,Y02973,other,752,0,0,1
10224,2018-10-01,RAX,1,9590,875,2271,0.91
10225,2018-10-01,RAX,2,1260,6,0,1
10226,2018-10-01,RJ2,1,13361,2605,4855,0.81
10227,2018-10-01,RJ2,other,11828,263,0,0.98
10228,2018-10-01,R1K,1,12332,2567,6343,0.79
10229,2018-10-01,R1K,other,17641,157,0,0.99
10230,2018-10-01,RP6,2,8291,28,9,1
10231,2018-10-01,RAT,other,5005,30,0,0.99
10232,2018-10-01,RAP,1,8452,1854,2839,0.78
10233,2018-10-01,RAP,2,476,3,0,0.99
10234,2018-10-01,RAP,other,6260,94,0,0.98
10235,2018-10-01,RAL,1,20167,2936,4551,0.85
10236,2018-10-01,RAL,other,3413,1,0,1
10237,2018-10-01,RJ7,1,13449,1470,4245,0.89
10238,2018-10-01,RJ7,other,1412,0,0,1
10239,2018-10-01,RAS,1,5564,1998,2078,0.64
10240,2018-10-01,RAS,other,8032,62,0,0.99
10241,2018-10-01,Y03094,other,3356,0,0,1
10242,2018-10-01,Y03218,other,3231,0,0,1
10243,2018-10-01,E84068,other,1785,0,0,1
10244,2018-10-01,RRV,1,12355,1647,2186,0.87
10245,2018-10-01,Y02147,other,9214,220,0,0.98
10246,2018-10-01,RKE,1,9082,1072,1392,0.88
10247,2018-10-01,NL7,other,5908,0,0,1
10248,2018-10-01,8J094,other,2818,0,0,1
10249,2018-10-01,RDD,1,13169,726,2635,0.94
10250,2018-10-01,RC1,1,6074,623,2052,0.9
10251,2018-10-01,RC1,other,1004,0,0,1
10252,2018-10-01,M85813,other,3503,0,0,1
10253,2018-10-01,RQ3,1,5285,465,1352,0.91
10254,2018-10-01,RGT,1,10193,1914,3343,0.81
10255,2018-10-01,RGT,other,3405,1,17,1
10256,2018-10-01,RFS,1,6081,967,2223,0.84
10257,2018-10-01,RFS,other,1546,0,0,1
10258,2018-10-01,NQ108,other,2588,1,0,1
10259,2018-10-01,Y03571,other,6220,0,0,1
10260,2018-10-01,RY8,other,5676,0,0,1
10261,2018-10-01,NNJ,other,1748,0,0,1
10262,2018-10-01,RWH,1,9718,1724,3156,0.82
10263,2018-10-01,RWH,other,4408,6,0,1
10264,2018-10-01,RDE,1,16076,1054,4620,0.93
10265,2018-10-01,RDE,other,5361,10,134,1
10266,2018-10-01,Y03007,other,2617,0,0,1
10267,2018-10-01,NQ106,other,543,0,0,1
10268,2018-10-01,RLT,1,6953,1140,1329,0.84
10269,2018-10-01,NEH06,other,1959,0,0,1
10270,2018-10-01,RY4,other,1058,0,0,1
10271,2018-10-01,RGP,1,5966,636,1477,0.89
10272,2018-10-01,RGP,other,651,5,0,0.99
10273,2018-10-01,RNQ,1,7872,1026,2796,0.87
10274,2018-10-01,C82038,other,190,0,0,1
10275,2018-10-01,RY5,other,10217,166,1,0.98
10276,2018-10-01,NJS05,other,4287,170,0,0.96
10277,2018-10-01,RC9,1,8867,200,2553,0.98
10278,2018-10-01,RC9,other,3361,0,0,1
10279,2018-10-01,C82009,other,398,0,0,1
10280,2018-10-01,NLO11,other,550,6,0,0.99
10281,2018-10-01,NLO09,other,504,5,0,0.99
10282,2018-10-01,RQ8,1,8516,1150,2378,0.86
10283,2018-10-01,RQ8,other,402,7,0,0.98
10284,2018-10-01,RD8,1,7374,1175,1922,0.84
10285,2018-10-01,RD8,other,4429,7,0,1
10286,2018-10-01,RM1,1,9399,1817,2961,0.81
10287,2018-10-01,RM1,other,2550,62,0,0.98
10288,2018-10-01,RGN,1,12219,968,3690,0.92
10289,2018-10-01,RGN,other,865,0,0,1
10290,2018-10-01,RNS,1,8636,1465,3035,0.83
10291,2018-10-01,RNS,2,1128,8,0,0.99
10292,2018-10-01,RNS,other,1393,0,0,1
10293,2018-10-01,NMH01,other,5024,0,0,1
10294,2018-10-01,NR3,other,4646,1,0,1
10295,2018-10-01,RX1,1,13035,4311,4035,0.67
10296,2018-10-01,RX1,2,1769,15,0,0.99
10297,2018-10-01,RX1,other,2943,84,0,0.97
10298,2018-10-01,NLO10,other,2060,54,0,0.97
10299,2018-10-01,C82010,other,315,0,0,1
10300,2018-10-01,NLO12,other,261,0,0,1
10301,2018-10-01,Y02428,other,1454,0,0,1
10302,2018-10-01,RXK,1,13183,3263,3121,0.75
10303,2018-10-01,RXK,2,1180,11,35,0.99
10304,2018-10-01,RXK,other,3022,11,0,1
10305,2018-10-01,RK5,1,8917,680,2944,0.92
10306,2018-10-01,RK5,other,4149,49,1,0.99
10307,2018-10-01,RXW,1,9372,3291,2366,0.65
10308,2018-10-01,RXW,other,1892,33,51,0.98
10309,2018-10-01,R1D,other,2434,3,0,1
10310,2018-10-01,C83023,other,600,0,0,1
10311,2018-10-01,Y02615,other,6053,0,0,1
10312,2018-10-01,RJC,1,5877,149,1921,0.97
10313,2018-10-01,RJC,other,697,0,0,1
10314,2018-10-01,RAJ,1,7125,821,2230,0.88
10315,2018-10-01,RAJ,other,1598,26,290,0.98
10316,2018-10-01,Y02961,other,2751,0,0,1
10317,2018-10-01,RNA,1,8930,1704,2255,0.81
10318,2018-10-01,RNA,other,5458,0,0,1
10319,2018-10-01,RQW,1,8868,1318,2522,0.85
10320,2018-10-01,RCX,1,5572,889,2121,0.84
10321,2018-10-01,RL4,1,11771,1541,2866,0.87
